type,non-vacant energy (eV),initial energy (eV),saddle point (eV),final energy (eV),energy barrier (eV)
3,-8502.01543,-8495.8082,-8494.7007,-8495.8046,1.1075000000000728
1,-8502.01543,-8495.8082,-8494.846,-8495.6472,0.9621999999999389
3,-8502.01543,-8495.8082,-8494.3732,-8495.6317,1.4349999999994907
1,-8502.01543,-8495.8082,-8494.8506,-8495.6991,0.9575999999997293
1,-8502.01543,-8495.8082,-8494.8586,-8495.6948,0.9495999999999185
1,-8502.01543,-8495.8082,-8494.7877,-8495.6982,1.0204999999987194
2,-8502.01543,-8495.8082,-8494.7987,-8495.8471,1.0095000000001164
2,-8502.01543,-8495.8082,-8494.6444,-8495.742,1.1638000000002648
1,-8502.01543,-8495.8082,-8494.7471,-8495.7405,1.0610999999989872
3,-8502.01543,-8495.8082,-8494.6939,-8495.7767,1.1142999999992753
1,-8502.01543,-8496.4544,-8495.4194,-8496.4107,1.0349999999998545
3,-8502.01543,-8496.4544,-8495.4114,-8496.3423,1.0429999999996653
3,-8502.01543,-8496.4544,-8495.6076,-8496.3844,0.8468000000011671
2,-8502.01543,-8496.4544,-8495.2215,-8496.3605,1.2329000000008818
1,-8502.01543,-8496.4544,-8495.3366,-8496.4771,1.1177999999999884
3,-8502.01543,-8496.4544,-8495.3371,-8496.4663,1.1172999999998865
1,-8502.01543,-8496.4544,-8495.4312,-8496.4105,1.0231999999996333
2,-8502.01543,-8496.4544,-8494.8718,-8496.3907,1.5825999999997293
3,-8502.01543,-8496.4544,-8495.2938,-8496.503,1.160600000001068
1,-8502.01543,-8496.4544,-8495.3024,-8496.4562,1.1520000000000437
3,-8502.01543,-8496.4544,-8495.3055,-8496.6375,1.1489000000001397
1,-8502.01543,-8496.4544,-8495.1526,-8496.4116,1.3018000000010943
2,-8502.01543,-8496.4968,-8494.8534,-8496.3885,1.6434000000008382
3,-8502.01543,-8496.4968,-8495.1119,-8496.3481,1.3849000000009255
3,-8502.01543,-8496.4968,-8495.2997,-8496.5108,1.1971000000012282
2,-8502.01543,-8496.4968,-8494.9775,-8496.4779,1.5192999999999302
1,-8502.01543,-8496.4968,-8495.5063,-8496.5005,0.9905000000017026
3,-8502.01543,-8496.4968,-8495.3246,-8496.3327,1.1722000000008848
3,-8502.01543,-8496.4968,-8495.4318,-8496.3969,1.0650000000005093
2,-8502.01543,-8496.4968,-8495.4735,-8496.3908,1.023300000000745
1,-8502.01543,-8496.4968,-8495.2465,-8496.4972,1.2503000000015163
1,-8502.01543,-8496.4968,-8495.5948,-8496.4861,0.9020000000000437
2,-8502.01543,-8496.4968,-8495.1409,-8496.3719,1.3559000000004744
3,-8502.01543,-8496.4968,-8495.545,-8496.3871,0.9518000000007305
1,-8502.01543,-8496.3823,-8495.3576,-8496.3372,1.0246999999999389
2,-8502.01543,-8496.3823,-8495.1572,-8496.4398,1.2250999999996566
1,-8502.01543,-8496.3823,-8495.4878,-8496.4998,0.8944999999985157
2,-8502.01543,-8496.3823,-8495.1986,-8496.6161,1.1836999999995896
1,-8502.01543,-8496.3823,-8495.5921,-8496.4596,0.7901999999994587
1,-8502.01543,-8496.3823,-8495.6337,-8496.5489,0.7485999999989872
1,-8502.01543,-8496.3823,-8495.4224,-8496.4172,0.9598999999998341
2,-8502.01543,-8496.3823,-8495.2714,-8496.6959,1.110899999999674
1,-8502.01543,-8496.3823,-8495.5587,-8496.3561,0.8235999999997148
2,-8502.01543,-8496.3823,-8495.3048,-8496.5949,1.077499999999418
3,-8502.01543,-8496.3823,-8495.3273,-8496.1876,1.054999999998472
2,-8502.01543,-8496.3823,-8495.3033,-8496.6003,1.0789999999997235
1,-8502.01543,-8495.6554,-8494.6749,-8495.6069,0.9804999999996653
2,-8502.01543,-8495.6554,-8494.2156,-8495.5077,1.4398000000001048
3,-8502.01543,-8495.6554,-8494.3901,-8495.7138,1.2652999999991152
3,-8502.01543,-8495.6554,-8494.3604,-8495.6043,1.2950000000000728
2,-8502.01543,-8495.6554,-8494.7066,-8495.6256,0.9488000000001193
3,-8502.01543,-8495.6554,-8494.7413,-8495.7047,0.9140999999999622
2,-8502.01543,-8495.6554,-8494.3381,-8495.485,1.317299999998795
3,-8502.01543,-8495.6554,-8494.4715,-8495.7298,1.1838999999999942
1,-8502.01543,-8495.6554,-8494.706,-8495.7211,0.949399999999514
3,-8502.01543,-8495.6554,-8494.4996,-8495.4843,1.155800000000454
2,-8502.01543,-8495.6554,-8494.5681,-8495.485,1.0872999999992317
3,-8502.01543,-8495.6554,-8494.5553,-8495.7309,1.1000999999996566
3,-8502.01543,-8495.4374,-8494.1903,-8495.3424,1.2471000000005006
2,-8502.01543,-8495.4374,-8494.0392,-8495.4283,1.3982000000014523
1,-8502.01543,-8495.4374,-8494.6034,-8495.4367,0.8340000000007421
1,-8502.01543,-8495.4374,-8494.5183,-8495.3242,0.9191000000009808
2,-8502.01543,-8495.4374,-8494.4327,-8495.7329,1.0047000000013213
3,-8502.01543,-8495.4374,-8494.2408,-8495.3153,1.1966000000011263
3,-8502.01543,-8495.4374,-8494.2236,-8495.3901,1.2138000000013562
3,-8502.01543,-8495.4374,-8494.2405,-8495.5957,1.1969000000008236
3,-8502.01543,-8495.4374,-8494.4208,-8495.6426,1.0166000000008353
1,-8502.01543,-8495.4374,-8494.1969,-8495.3563,1.2404999999998836
3,-8502.01543,-8495.4374,-8494.199,-8495.5506,1.2384000000001834
1,-8502.01543,-8495.4374,-8494.0971,-8495.2688,1.3402999999998428
2,-8502.01543,-8496.483,-8495.3318,-8496.6134,1.1512000000002445
2,-8502.01543,-8496.483,-8495.2129,-8496.1793,1.2700999999997293
1,-8502.01543,-8496.483,-8495.4976,-8496.5399,0.9853999999995722
3,-8502.01543,-8496.483,-8495.4389,-8496.2811,1.0441000000009808
2,-8502.01543,-8496.483,-8495.3783,-8496.4414,1.1046999999998661
1,-8502.01543,-8496.483,-8495.4567,-8496.5182,1.0262999999995372
1,-8502.01543,-8496.483,-8495.4897,-8496.5425,0.9933000000000902
3,-8502.01543,-8496.483,-8495.3078,-8496.3918,1.175199999999677
3,-8502.01543,-8496.483,-8495.1974,-8496.3801,1.285600000001068
1,-8502.01543,-8496.483,-8495.3051,-8496.4213,1.1779000000005908
2,-8502.01543,-8496.483,-8495.2068,-8496.4423,1.2762000000002445
2,-8502.01543,-8496.483,-8495.2395,-8496.3841,1.2435000000004948
3,-8502.01543,-8495.1825,-8494.1987,-8495.5214,0.9837999999999738
2,-8502.01543,-8495.1825,-8494.1076,-8495.4906,1.0749000000014348
1,-8502.01543,-8495.1825,-8494.3779,-8495.3647,0.8046000000013009
2,-8502.01543,-8495.1825,-8494.2241,-8495.5887,0.9584000000013475
1,-8502.01543,-8495.1825,-8493.9807,-8495.3006,1.2018000000007305
3,-8502.01543,-8495.1825,-8494.1726,-8495.397,1.0099000000009255
3,-8502.01543,-8495.1825,-8494.1181,-8495.5967,1.0644000000011147
3,-8502.01543,-8495.1825,-8493.9084,-8495.6345,1.2741000000005442
1,-8502.01543,-8495.1825,-8494.388,-8495.369,0.7944999999999709
3,-8502.01543,-8495.1825,-8494.0855,-8495.3265,1.0970000000015716
3,-8502.01543,-8495.1825,-8494.1175,-8495.4303,1.0650000000005093
3,-8502.01543,-8495.1825,-8494.0672,-8495.5296,1.115300000001298
1,-8502.01543,-8496.429,-8495.4984,-8496.4468,0.9305999999996857
1,-8502.01543,-8496.429,-8495.5555,-8496.4348,0.8734999999996944
2,-8502.01543,-8496.429,-8495.2164,-8496.6229,1.212600000000748
1,-8502.01543,-8496.429,-8495.4568,-8496.2327,0.9722000000001572
3,-8502.01543,-8496.429,-8495.2655,-8496.3577,1.1635000000005675
1,-8502.01543,-8496.429,-8495.3458,-8496.3154,1.083200000000943
2,-8502.01543,-8496.429,-8495.3342,-8496.5154,1.0948000000007596
2,-8502.01543,-8496.429,-8495.3215,-8496.508,1.1075000000000728
2,-8502.01543,-8496.429,-8495.1389,-8496.4946,1.290100000000166
1,-8502.01543,-8496.429,-8495.4698,-8496.4204,0.9591999999993277
1,-8502.01543,-8496.429,-8495.3157,-8496.3449,1.1133000000008906
3,-8502.01543,-8496.429,-8495.4445,-8496.4896,0.9845000000004802
3,-8502.01543,-8496.3254,-8495.1273,-8496.2381,1.198099999999613
2,-8502.01543,-8496.3254,-8495.1847,-8496.369,1.1406999999999243
3,-8502.01543,-8496.3254,-8495.1413,-8496.4142,1.1841000000003987
1,-8502.01543,-8496.3254,-8495.5688,-8496.3722,0.756600000000617
2,-8502.01543,-8496.3254,-8495.0889,-8496.3989,1.2364999999990687
2,-8502.01543,-8496.3254,-8495.0474,-8496.4076,1.2780000000002474
1,-8502.01543,-8496.3254,-8495.3387,-8496.3506,0.9866999999994732
1,-8502.01543,-8496.3254,-8495.1202,-8496.358,1.2052000000003318
3,-8502.01543,-8496.3254,-8495.1025,-8496.3017,1.2228999999988446
1,-8502.01543,-8496.3254,-8495.3101,-8496.3306,1.0152999999991152
2,-8502.01543,-8496.3254,-8495.2222,-8496.4115,1.1031999999995605
3,-8502.01543,-8496.3254,-8495.1148,-8496.4649,1.2106000000003405
3,-8502.01543,-8496.4786,-8495.1778,-8496.2041,1.3008000000008906
1,-8502.01543,-8496.4786,-8495.5534,-8496.4786,0.925199999999677
3,-8502.01543,-8496.4786,-8495.2143,-8496.3529,1.2643000000007305
2,-8502.01543,-8496.4786,-8495.1278,-8496.1709,1.350800000000163
1,-8502.01543,-8496.4786,-8495.3787,-8496.4549,1.099900000001071
3,-8502.01543,-8496.4786,-8495.4168,-8496.3204,1.0617999999994936
2,-8502.01543,-8496.4786,-8495.2158,-8496.3431,1.262800000000425
1,-8502.01543,-8496.4786,-8495.0478,-8496.3446,1.4308000000000902
3,-8502.01543,-8496.4786,-8495.2993,-8496.4751,1.1792999999997846
3,-8502.01543,-8496.4786,-8495.2077,-8496.3469,1.2708999999995285
3,-8502.01543,-8496.4786,-8495.2615,-8496.4322,1.2170999999998457
1,-8502.01543,-8496.4786,-8495.2343,-8496.364,1.244300000000294
3,-8502.01543,-8496.2848,-8495.1123,-8496.4324,1.172499999998763
3,-8502.01543,-8496.2848,-8495.0551,-8496.2602,1.2296999999998661
3,-8502.01543,-8496.2848,-8494.9392,-8496.1374,1.3455999999987398
1,-8502.01543,-8496.2848,-8495.2521,-8496.3,1.0326999999997497
2,-8502.01543,-8496.2848,-8495.0203,-8496.2756,1.264499999999316
3,-8502.01543,-8496.2848,-8495.1798,-8496.3842,1.1049999999995634
1,-8502.01543,-8496.2848,-8495.3777,-8496.3202,0.9071000000003551
3,-8502.01543,-8496.2848,-8495.2452,-8496.5055,1.039600000000064
1,-8502.01543,-8496.2848,-8495.1856,-8496.2715,1.0991999999987456
1,-8502.01543,-8496.2848,-8495.4673,-8496.3351,0.8174999999991996
1,-8502.01543,-8496.2848,-8495.0651,-8496.2225,1.2196999999996478
3,-8502.01543,-8496.2848,-8495.255,-8496.4704,1.0298000000002503
2,-8502.01543,-8495.7266,-8494.3775,-8495.7033,1.3490999999994528
3,-8502.01543,-8495.7266,-8494.4853,-8495.6147,1.2412999999996828
1,-8502.01543,-8495.7266,-8494.8686,-8495.7302,0.8580000000001746
1,-8502.01543,-8495.7266,-8494.5185,-8495.8428,1.2080999999998312
1,-8502.01543,-8495.7266,-8494.9032,-8495.8593,0.8233999999993102
2,-8502.01543,-8495.7266,-8494.0904,-8495.3575,1.6362000000008265
3,-8502.01543,-8495.7266,-8494.3488,-8495.5789,1.3778000000002066
3,-8502.01543,-8495.7266,-8494.7189,-8495.7712,1.0077000000001135
3,-8502.01543,-8495.7266,-8494.7131,-8495.7926,1.0134999999991123
1,-8502.01543,-8495.7266,-8494.6347,-8495.6778,1.0918999999994412
3,-8502.01543,-8495.7266,-8494.5121,-8495.4953,1.2145000000000437
3,-8502.01543,-8495.7266,-8494.7465,-8495.6201,0.9801000000006752
3,-8502.01543,-8496.4511,-8495.4066,-8496.5235,1.044499999999971
3,-8502.01543,-8496.4511,-8495.1932,-8496.3027,1.257900000000518
2,-8502.01543,-8496.4511,-8494.8957,-8496.3577,1.5554000000011001
1,-8502.01543,-8496.4511,-8495.3526,-8496.4507,1.0985000000000582
2,-8502.01543,-8496.4511,-8495.1601,-8496.3813,1.2910000000010768
1,-8502.01543,-8496.4511,-8495.4471,-8496.4026,1.004000000000815
2,-8502.01543,-8496.4511,-8494.9059,-8496.1085,1.5452000000004773
1,-8502.01543,-8496.4511,-8495.2037,-8496.3852,1.247400000000198
1,-8502.01543,-8496.4511,-8495.5342,-8496.5085,0.9169000000001688
3,-8502.01543,-8496.4511,-8495.4151,-8496.5272,1.0360000000000582
3,-8502.01543,-8496.4511,-8495.2006,-8496.3337,1.2505000000001019
3,-8502.01543,-8496.4511,-8495.1207,-8496.3774,1.3304000000007363
1,-8502.01543,-8495.669,-8494.5156,-8495.6522,1.1533999999992375
2,-8502.01543,-8495.669,-8494.6393,-8495.6023,1.0296999999991385
2,-8502.01543,-8495.669,-8494.2806,-8495.4251,1.3883999999998196
2,-8502.01543,-8495.669,-8494.4634,-8495.612,1.2055999999993219
3,-8502.01543,-8495.669,-8494.3506,-8495.5524,1.3184000000001106
2,-8502.01543,-8495.669,-8494.6356,-8495.5441,1.0334000000002561
1,-8502.01543,-8495.669,-8494.816,-8495.6989,0.852999999999156
1,-8502.01543,-8495.669,-8494.8924,-8495.7372,0.7765999999992346
1,-8502.01543,-8495.669,-8494.625,-8495.6879,1.043999999999869
3,-8502.01543,-8495.669,-8494.4689,-8495.6416,1.2001000000000204
2,-8502.01543,-8495.669,-8494.6139,-8495.7511,1.0550999999995838
3,-8502.01543,-8495.669,-8494.2109,-8495.4373,1.4580999999998312
3,-8502.01543,-8495.697,-8494.6465,-8495.6375,1.0504999999993743
2,-8502.01543,-8495.697,-8494.5848,-8495.7852,1.112199999999575
3,-8502.01543,-8495.697,-8494.487,-8495.8206,1.2100000000009459
1,-8502.01543,-8495.697,-8494.5313,-8495.5624,1.1656999999995605
3,-8502.01543,-8495.697,-8494.4966,-8495.6218,1.2003999999997177
3,-8502.01543,-8495.697,-8494.3957,-8495.7776,1.3013000000009924
1,-8502.01543,-8495.697,-8494.6154,-8495.6956,1.0815999999995256
1,-8502.01543,-8495.697,-8494.7904,-8495.8037,0.9066000000002532
1,-8502.01543,-8495.697,-8494.8521,-8495.7054,0.8449000000000524
1,-8502.01543,-8495.697,-8494.7278,-8495.6976,0.969199999999546
3,-8502.01543,-8495.697,-8494.3746,-8495.5552,1.3224000000009255
3,-8502.01543,-8495.697,-8494.3811,-8495.746,1.3158999999996013
3,-8502.01543,-8495.6549,-8494.3775,-8495.405,1.2773999999990338
1,-8502.01543,-8495.6549,-8494.6352,-8495.6124,1.0196999999989202
2,-8502.01543,-8495.6549,-8494.4639,-8495.683,1.190999999998894
2,-8502.01543,-8495.6549,-8494.6968,-8495.5081,0.9580999999998312
1,-8502.01543,-8495.6549,-5462.6491,-8495.7323,3033.0058
2,-8502.01543,-8495.6549,-8494.4505,-8495.6574,1.2043999999987136
1,-8502.01543,-8495.6549,-8494.6553,-8495.5228,0.9995999999991909
2,-8502.01543,-8495.6549,-8494.4498,-8495.4868,1.20509999999922
2,-8502.01543,-8495.6549,-8494.5525,-8495.5177,1.1023999999997613
1,-8502.01543,-8495.6549,-8494.559,-8495.5393,1.0959000000002561
3,-8502.01543,-8495.6549,-8494.4857,-8495.4152,1.1692000000002736
3,-8502.01543,-8495.6549,-8494.4156,-8495.5684,1.2392999999992753
2,-8502.01543,-8496.2816,-8494.6807,-8496.1835,1.6008999999994558
3,-8502.01543,-8496.2816,-8495.2202,-8496.4408,1.0614000000005035
3,-8502.01543,-8496.2816,-8495.2013,-8496.3458,1.0802999999996246
2,-8502.01543,-8496.2816,-8494.9609,-8496.2476,1.3207000000002154
1,-8502.01543,-8496.2816,-8495.2827,-8496.362,0.9989000000005035
2,-8502.01543,-8496.2816,-8495.0821,-8496.6057,1.1995000000006257
1,-8502.01543,-8496.2816,-8495.2014,-8496.2629,1.0802000000003318
3,-8502.01543,-8496.2816,-8495.0558,-8496.5456,1.225800000000163
3,-8502.01543,-8496.2816,-8495.1978,-8496.544,1.0838000000003376
3,-8502.01543,-8496.2816,-8495.2365,-8496.3238,1.0450999999993655
3,-8502.01543,-8496.2816,-8495.0628,-8496.3241,1.2188000000005559
1,-8502.01543,-8496.2816,-8495.1223,-8496.2459,1.159299999999348
2,-8502.01543,-8495.4848,-8494.3867,-8495.6646,1.098100000001068
1,-8502.01543,-8495.4848,-8494.4375,-8495.4535,1.0473000000001775
2,-8502.01543,-8495.4848,-8494.3434,-8495.58,1.1414000000004307
1,-8502.01543,-8495.4848,-8494.5829,-8495.5062,0.9019000000007509
2,-8502.01543,-8495.4848,-8494.1916,-8495.5034,1.2932000000000698
1,-8502.01543,-8495.4848,-8494.3227,-8495.3873,1.1620999999995547
2,-8502.01543,-8495.4848,-8494.1903,-8495.6481,1.294499999999971
3,-8502.01543,-8495.4848,-8493.9956,-8495.4767,1.4891999999999825
3,-8502.01543,-8495.4848,-8494.4511,-8495.639,1.0336999999999534
2,-8502.01543,-8495.4848,-8493.9681,-8495.4065,1.516700000000128
3,-8502.01543,-8495.4848,-8494.5793,-8495.5855,0.9055000000007567
2,-8502.01543,-8495.4848,-8494.106,-8495.5853,1.3788000000004104
2,-8502.01543,-8496.2443,-8495.1467,-8496.5235,1.0976000000009662
1,-8502.01543,-8496.2443,-8495.4367,-8496.3026,0.8076000000000931
1,-8502.01543,-8496.2443,-8495.2862,-8496.2435,0.9580999999998312
3,-8502.01543,-8496.2443,-8495.1609,-8496.453,1.0833999999995285
1,-8502.01543,-8496.2443,-8495.5003,-8496.379,0.7440000000005966
3,-8502.01543,-8496.2443,-8494.8566,-8496.1597,1.3877000000011321
1,-8502.01543,-8496.2443,-8495.3233,-8496.3449,0.9210000000002765
1,-8502.01543,-8496.2443,-8495.1042,-8496.1421,1.1401000000005297
3,-8502.01543,-8496.2443,-8495.0205,-8496.266,1.2237999999997555
1,-8502.01543,-8496.2443,-8495.0182,-8496.1453,1.2260999999998603
3,-8502.01543,-8496.2443,-8495.0738,-8496.3469,1.1705000000001746
3,-8502.01543,-8496.2443,-8495.0003,-8496.1763,1.2440000000005966
1,-8502.01543,-8495.7573,-8494.7803,-8495.8785,0.9769999999989523
1,-8502.01543,-8495.7573,-8494.7622,-8495.7946,0.9951000000000931
1,-8502.01543,-8495.7573,-8494.9021,-8495.793,0.855199999999968
2,-8502.01543,-8495.7573,-8494.5509,-8495.731,1.206399999999121
1,-8502.01543,-8495.7573,-8494.8368,-8495.7192,0.9205000000001746
2,-8502.01543,-8495.7573,-8494.624,-8495.5866,1.1332999999995081
2,-8502.01543,-8495.7573,-8494.8571,-8495.8379,0.9002000000000407
2,-8502.01543,-8495.7573,-8494.4447,-8495.7054,1.3125999999992928
3,-8502.01543,-8495.7573,-8494.6459,-8495.7474,1.111399999999776
1,-8502.01543,-8495.7573,-8494.8085,-8495.7347,0.9488000000001193
1,-8502.01543,-8495.7573,-8494.8585,-8495.7574,0.8987999999990279
2,-8502.01543,-8495.7573,-8494.6369,-8495.7953,1.1203999999997905
2,-8502.01543,-8495.7822,-8494.7616,-8495.9315,1.0205999999998312
1,-8502.01543,-8495.7822,-8494.9652,-8495.8083,0.8169999999990978
3,-8502.01543,-8495.7822,-8494.654,-8495.7598,1.1281999999991967
2,-8502.01543,-8495.7822,-8494.5841,-8495.6561,1.198099999999613
1,-8502.01543,-8495.7822,-8494.8991,-8495.7455,0.8830999999991036
1,-8502.01543,-8495.7822,-8494.8314,-8495.9664,0.9508000000005268
2,-8502.01543,-8495.7822,-8494.5089,-8495.8143,1.273299999998926
2,-8502.01543,-8495.7822,-8494.614,-8495.6482,1.1682000000000698
1,-8502.01543,-8495.7822,-8494.9166,-8495.875,0.8655999999991764
1,-8502.01543,-8495.7822,-8494.9042,-8495.7593,0.8779999999987922
1,-8502.01543,-8495.7822,-8494.7368,-8495.7203,1.0453999999990629
3,-8502.01543,-8495.7822,-8494.6477,-8495.8025,1.1345000000001164
2,-8502.01543,-8495.4281,-8494.2312,-8495.2948,1.1968999999990046
2,-8502.01543,-8495.4281,-8494.5517,-8495.598,0.8763999999991938
2,-8502.01543,-8495.4281,-8494.2402,-8495.508,1.18789999999899
3,-8502.01543,-8495.4281,-8494.4664,-8495.5497,0.961699999999837
1,-8502.01543,-8495.4281,-8494.5666,-8495.6151,0.8614999999990687
3,-8502.01543,-8495.4281,-8494.2565,-8495.7047,1.1715999999996711
3,-8502.01543,-8495.4281,-8494.2339,-8495.5869,1.1941999999999098
3,-8502.01543,-8495.4281,-8494.412,-8495.7101,1.0160999999989144
2,-8502.01543,-8495.4281,-8494.3558,-8495.5569,1.0722999999998137
2,-8502.01543,-8495.4281,-8494.1186,-8495.3257,1.3094999999993888
3,-8502.01543,-8495.4281,-8494.5204,-8495.4979,0.9076999999997497
2,-8502.01543,-8495.4281,-8494.5169,-8495.6641,0.9111999999986438
1,-8502.01543,-8496.266,-8495.3491,-8496.4185,0.9169000000001688
2,-8502.01543,-8496.266,-8495.226,-8496.4034,1.0399999999990541
1,-8502.01543,-8496.266,-8495.3633,-8496.3501,0.9026999999987311
3,-8502.01543,-8496.266,-8495.2829,-8496.4569,0.9830999999994674
1,-8502.01543,-8496.266,-8494.9358,-8496.1603,1.3302000000003318
3,-8502.01543,-8496.266,-8495.2247,-8496.3961,1.0412999999989552
3,-8502.01543,-8496.266,-8495.0205,-8496.2442,1.2454999999990832
3,-8502.01543,-8496.266,-8495.1425,-8496.1763,1.1234999999996944
1,-8502.01543,-8496.266,-8495.2844,-8496.2783,0.9815999999991618
1,-8502.01543,-8496.266,-8495.3561,-8496.3131,0.9098999999987427
1,-8502.01543,-8496.266,-8495.2006,-8496.1942,1.0653999999994994
1,-8502.01543,-8496.266,-8495.3953,-8496.2742,0.8706999999994878
2,-8502.01543,-8495.5765,-8494.5911,-8495.5617,0.9853999999995722
2,-8502.01543,-8495.5765,-8494.1234,-8495.5504,1.4530999999988126
1,-8502.01543,-8495.5765,-8494.6509,-8495.5558,0.925599999998667
1,-8502.01543,-8495.5765,-8494.4954,-8495.4806,1.0810999999994237
3,-8502.01543,-8495.5765,-8494.4564,-8495.5887,1.1201000000000931
1,-8502.01543,-8495.5765,-8494.6254,-8495.6262,0.9510999999984051
1,-8502.01543,-8495.5765,-8494.6407,-8495.6478,0.9357999999992899
1,-8502.01543,-8495.5765,-8494.4282,-8495.6735,1.148299999998926
2,-8502.01543,-8495.5765,-8494.3813,-8495.466,1.1952000000001135
2,-8502.01543,-8495.5765,-8494.5044,-8495.3276,1.0720999999994092
1,-8502.01543,-8495.5765,-8494.6205,-8495.4735,0.955999999998312
2,-8502.01543,-8495.5765,-8494.2177,-8495.5281,1.3587999999999738
3,-8502.01543,-8495.6911,-8494.4888,-8495.7025,1.2023000000008324
3,-8502.01543,-8495.6911,-8494.5835,-8495.5909,1.1075999999993655
1,-8502.01543,-8495.6911,-8494.7613,-8495.7116,0.9297999999998865
2,-8502.01543,-8495.6911,-8494.5819,-8495.6897,1.109200000000783
3,-8502.01543,-8495.6911,-8494.2853,-8495.5048,1.405800000000454
2,-8502.01543,-8495.6911,-8494.5279,-8495.7309,1.1632000000008702
2,-8502.01543,-8495.6911,-8494.5298,-8495.7608,1.1612999999997555
2,-8502.01543,-8495.6911,-8494.437,-8495.5936,1.2541000000001077
1,-8502.01543,-8495.6911,-8494.7113,-8495.8007,0.9797999999991589
2,-8502.01543,-8495.6911,-8494.6063,-8495.6861,1.0848000000005413
3,-8502.01543,-8495.6911,-8494.4726,-8495.868,1.2185000000008586
1,-8502.01543,-8495.6911,-8494.6086,-8495.8147,1.0825000000004366
3,-8502.01543,-8495.5187,-8494.0675,-8495.5399,1.4512000000013359
3,-8502.01543,-8495.5187,-8494.2193,-8495.5035,1.2993999999998778
1,-8502.01543,-8495.5187,-8494.4849,-8495.6099,1.0338000000010652
2,-8502.01543,-8495.5187,-8494.3781,-8495.6649,1.1406000000006316
3,-8502.01543,-8495.5187,-8494.393,-8495.532,1.1257000000005064
2,-8502.01543,-8495.5187,-8494.0661,-8495.4118,1.4526000000005297
2,-8502.01543,-8495.5187,-8494.4998,-8495.5847,1.01890000000094
3,-8502.01543,-8495.5187,-8494.3968,-8495.709,1.121900000000096
3,-8502.01543,-8495.5187,-8494.3135,-8495.5129,1.2052000000003318
2,-8502.01543,-8495.5187,-8494.4905,-8495.5774,1.028200000000652
3,-8502.01543,-8495.5187,-8494.5662,-8495.6175,0.9525000000012369
1,-8502.01543,-8495.5187,-8494.5743,-8495.6216,0.9444000000003143
2,-8502.01543,-8495.7062,-8494.3601,-8495.8564,1.3461000000006607
1,-8502.01543,-8495.7062,-8494.7192,-8495.7118,0.9870000000009895
3,-8502.01543,-8495.7062,-8494.5519,-8495.8805,1.1543000000001484
1,-8502.01543,-8495.7062,-8494.5215,-8495.6457,1.1846999999997934
3,-8502.01543,-8495.7062,-8494.3996,-8495.591,1.3065999999998894
1,-8502.01543,-8495.7062,-8494.9856,-8495.7574,0.7206000000005588
2,-8502.01543,-8495.7062,-8494.2861,-8495.6508,1.4201000000011845
2,-8502.01543,-8495.7062,-8494.7579,-8495.8083,0.9483000000000175
3,-8502.01543,-8495.7062,-8494.6881,-8495.8177,1.0181000000011409
3,-8502.01543,-8495.7062,-8494.7652,-8495.8885,0.941000000000713
2,-8502.01543,-8495.7062,-8494.4868,-8495.6854,1.2193999999999505
1,-8502.01543,-8495.7062,-8494.627,-8495.7106,1.079200000000128
3,-8502.01543,-8496.1716,-8495.1243,-8496.4014,1.0473000000001775
3,-8502.01543,-8496.1716,-8495.1427,-8496.5702,1.0288999999993393
1,-8502.01543,-8496.1716,-8495.0711,-8496.359,1.1005000000004657
3,-8502.01543,-8496.1716,-8494.9685,-8496.3534,1.2030999999988126
3,-8502.01543,-8496.1716,-8495.2403,-8496.5429,0.9313000000001921
3,-8502.01543,-8496.1716,-8495.1879,-8496.4776,0.983699999998862
2,-8502.01543,-8496.1716,-8494.9674,-8496.2149,1.204200000000128
2,-8502.01543,-8496.1716,-8494.9457,-8496.2623,1.2258999999994558
3,-8502.01543,-8496.1716,-8494.9564,-8496.3276,1.21520000000055
1,-8502.01543,-8496.1716,-8495.1201,-8496.2691,1.051499999999578
3,-8502.01543,-8496.1716,-8495.067,-8496.565,1.1046000000005733
3,-8502.01543,-8496.1716,-8494.8721,-8496.2837,1.2994999999991705
3,-8502.01543,-8496.4142,-8495.37,-8496.3961,1.0441999999984546
1,-8502.01543,-8496.4142,-8495.3828,-8496.315,1.0313999999998487
3,-8502.01543,-8496.4142,-8495.1509,-8496.2381,1.2632999999987078
1,-8502.01543,-8496.4142,-8495.2992,-8496.3636,1.1149999999997817
1,-8502.01543,-8496.4142,-8495.4463,-8496.4334,0.9678999999996449
3,-8502.01543,-8496.4142,-8495.3652,-8496.5878,1.0489999999990687
1,-8502.01543,-8496.4142,-8495.351,-8496.3612,1.0631999999986874
1,-8502.01543,-8496.4142,-8495.3867,-8496.3931,1.0275000000001455
2,-8502.01543,-8496.4142,-8495.1034,-8496.4043,1.3107999999992899
1,-8502.01543,-8496.4142,-8495.4629,-8496.3719,0.9512999999988097
2,-8502.01543,-8496.4142,-8495.2618,-8496.3847,1.1523999999990338
3,-8502.01543,-8496.4142,-8495.1413,-8496.3254,1.272899999999936
1,-8502.01543,-8495.5667,-8494.1525,-8495.5985,1.414199999999255
3,-8502.01543,-8495.5667,-8494.4262,-8495.7147,1.1404999999995198
3,-8502.01543,-8495.5667,-8494.2031,-8495.693,1.363599999998769
3,-8502.01543,-8495.5667,-8494.1746,-8495.6173,1.3920999999991182
